1.28756 0.00000 0.00000 0.00000 0.58421 -0.00000 -0.00000 -0.62446 -0.00000 -0.80236 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.40231 1.39273 0.00000 -0.00000 -0.00000 0.20293 -0.40693 0.08747 -0.00000 0.53576 -0.00000 -0.06274 0.00000 -0.10591 -0.00000 0.02679
0.00000 0.59005 0.00000 -1.10456 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.01790 0.00000 0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000
0.00000 0.00000 0.85237 0.00000 0.00000 -0.00000 0.91318 -0.00000 -0.80179 0.00000 -0.00000 0.00000 0.00000 0.00000 -0.10170 0.00000 -0.00000 -0.00000 -0.00000 0.46437 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 -0.05084 -0.00000 -0.00000 0.00000 -0.04595 -0.00000
0.00000 -1.10456 0.00000 -1.05692 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.05307 0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000
0.58421 -0.00000 0.00000 -0.00000 0.56684 0.00000 -0.00000 0.40283 0.00000 0.41887 0.00000 -0.00000 -0.00000 -0.00000 -0.00000 0.19864 -0.06649 -0.00000 -0.00000 0.00000 -0.30810 -0.08811 0.01274 -0.00000 -0.00320 0.00000 0.00013 -0.00000 -0.01085 0.00000 -0.00456
-0.00000 -0.00000 -0.00000 -0.00000 0.00000 2.59107 0.00000 -0.00000 -0.00000 -0.00000 0.54657 -0.00000 -0.69769 -0.69223 0.00000 -0.00000 0.00000 0.01923 -0.02616 -0.00000 -0.00000 0.00000 -0.00000 -0.00106 -0.00000 0.00000 -0.00000 -0.00248 0.00000 0.00000 0.00000
-0.00000 0.00000 0.91318 0.00000 -0.00000 0.00000 0.16245 0.00000 1.72709 -0.00000 0.00000 -0.00000 0.00000 -0.00000 -0.27684 0.00000 0.00000 0.00000 0.00000 0.49706 0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.02273 0.00000 0.00000 0.00000 -0.00762 0.00000
-0.62446 0.00000 -0.00000 0.00000 0.40283 -0.00000 0.00000 1.96426 -0.00000 -0.51733 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 1.00973 -0.41383 -0.00000 0.00000 -0.00000 -0.21781 0.26037 -0.28741 0.00000 -0.21954 -0.00000 -0.02589 0.00000 0.01433 0.00000 0.02478
-0.00000 -0.00000 -0.80179 -0.00000 0.00000 -0.00000 1.72709 -0.00000 0.74375 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.33082 0.00000 0.00000 -0.00000 -0.00000 -0.44093 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.01474 0.00000 0.00000 -0.00000 0.00660 -0.00000
-0.80236 0.00000 0.00000 0.00000 0.41887 -0.00000 -0.00000 -0.51733 -0.00000 2.90867 0.00000 0.00000 0.00000 0.00000 0.00000 -0.06877 0.58600 0.00000 0.00000 0.00000 -0.41469 0.40288 0.37931 0.00000 -0.18719 0.00000 0.03420 -0.00000 0.00975 -0.00000 -0.03596
-0.00000 0.00000 -0.00000 0.00000 0.00000 0.54657 0.00000 -0.00000 0.00000 0.00000 0.79865 -0.00000 0.26282 -0.15254 0.00000 -0.00000 0.00000 -1.02423 -0.44851 -0.00000 -0.00000 0.00000 0.00000 -0.08241 -0.00000 0.00000 0.00000 -0.01294 0.00000 0.00000 -0.00000
-0.00000 -0.01790 0.00000 -0.05307 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 1.63056 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 -0.00000
-0.00000 0.00000 0.00000 0.00000 -0.00000 -0.69769 0.00000 -0.00000 0.00000 0.00000 0.26282 0.00000 1.68708 -0.81510 0.00000 0.00000 0.00000 0.48967 -0.88420 0.00000 -0.00000 0.00000 0.00000 -0.32226 -0.00000 0.00000 -0.00000 -0.04142 -0.00000 0.00000 -0.00000
0.00000 0.00000 0.00000 0.00000 -0.00000 -0.69223 -0.00000 -0.00000 -0.00000 0.00000 -0.15254 -0.00000 -0.81510 1.16069 -0.00000 0.00000 -0.00000 0.38962 0.60589 -0.00000 -0.00000 0.00000 0.00000 0.29502 0.00000 -0.00000 0.00000 0.02245 0.00000 0.00000 0.00000
-0.00000 0.00000 -0.10170 0.00000 -0.00000 0.00000 -0.27684 -0.00000 -0.33082 0.00000 0.00000 0.00000 0.00000 -0.00000 0.34003 -0.00000 0.00000 0.00000 -0.00000 -0.07876 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00405 -0.00000 -0.00000 -0.00000 -0.00088 -0.00000
0.40231 0.00000 0.00000 0.00000 0.19864 -0.00000 0.00000 1.00973 0.00000 -0.06877 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.31766 -0.02806 0.00000 0.00000 0.00000 0.16910 -0.22093 -0.29880 0.00000 -0.15513 0.00000 0.01661 -0.00000 0.00479 0.00000 0.00608
1.39273 0.00000 -0.00000 -0.00000 -0.06649 0.00000 0.00000 -0.41383 0.00000 0.58600 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.02806 0.63565 0.00000 -0.00000 -0.00000 0.79122 0.88780 0.35495 -0.00000 -0.27458 -0.00000 -0.01719 0.00000 0.03254 -0.00000 0.00419
0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.01923 0.00000 -0.00000 -0.00000 0.00000 -1.02423 0.00000 0.48967 0.38962 0.00000 0.00000 0.00000 -0.93392 -0.12075 -0.00000 0.00000 0.00000 0.00000 0.03750 -0.00000 -0.00000 -0.00000 0.00372 0.00000 0.00000 0.00000
-0.00000 0.00000 -0.00000 -0.00000 -0.00000 -0.02616 0.00000 0.00000 -0.00000 0.00000 -0.44851 -0.00000 -0.88420 0.60589 -0.00000 0.00000 -0.00000 -0.12075 -0.04758 -0.00000 0.00000 -0.00000 -0.00000 0.64340 0.00000 0.00000 -0.00000 -0.02888 -0.00000 -0.00000 0.00000
-0.00000 -0.00000 0.46437 0.00000 0.00000 -0.00000 0.49706 -0.00000 -0.44093 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.07876 0.00000 -0.00000 -0.00000 -0.00000 0.69443 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.02427 -0.00000 0.00000 0.00000 0.01122 -0.00000
0.20293 -0.00000 -0.00000 -0.00000 -0.30810 -0.00000 0.00000 -0.21781 -0.00000 -0.41469 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.16910 0.79122 0.00000 0.00000 -0.00000 0.93025 -0.20523 -0.37771 -0.00000 -0.27220 0.00000 0.02019 -0.00000 0.00962 0.00000 0.00378
-0.40693 -0.00000 -0.00000 0.00000 -0.08811 0.00000 -0.00000 0.26037 0.00000 0.40288 0.00000 0.00000 0.00000 0.00000 0.00000 -0.22093 0.88780 0.00000 -0.00000 -0.00000 -0.20523 -1.46213 0.42186 -0.00000 -0.32161 -0.00000 -0.01352 0.00000 -0.03278 0.00000 0.00051
0.08747 -0.00000 0.00000 0.00000 0.01274 -0.00000 -0.00000 -0.28741 0.00000 0.37931 0.00000 0.00000 0.00000 0.00000 0.00000 -0.29880 0.35495 0.00000 -0.00000 0.00000 -0.37771 0.42186 2.49199 -0.00000 -0.33830 -0.00000 -0.02391 0.00000 0.00244 0.00000 0.01407
-0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.00106 0.00000 0.00000 -0.00000 0.00000 -0.08241 -0.00000 -0.32226 0.29502 -0.00000 0.00000 -0.00000 0.03750 0.64340 0.00000 -0.00000 -0.00000 -0.00000 1.94612 0.00000 0.00000 -0.00000 -0.02716 -0.00000 0.00000 -0.00000
0.53576 -0.00000 -0.00000 0.00000 -0.00320 -0.00000 -0.00000 -0.21954 -0.00000 -0.18719 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 -0.15513 -0.27458 -0.00000 0.00000 -0.00000 -0.27220 -0.32161 -0.33830 0.00000 0.55808 0.00000 -0.00027 0.00000 0.03159 0.00000 0.00488
-0.00000 0.00000 -0.05084 -0.00000 0.00000 0.00000 0.02273 -0.00000 -0.01474 0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00405 0.00000 -0.00000 -0.00000 0.00000 0.02427 0.00000 -0.00000 -0.00000 0.00000 0.00000 -0.98029 0.00000 -0.00000 0.00000 0.00003 -0.00000
-0.06274 0.00000 -0.00000 0.00000 0.00013 -0.00000 0.00000 -0.02589 0.00000 0.03420 0.00000 0.00000 -0.00000 0.00000 -0.00000 0.01661 -0.01719 -0.00000 -0.00000 -0.00000 0.02019 -0.01352 -0.02391 -0.00000 -0.00027 0.00000 0.97649 -0.00000 0.30609 -0.00000 -0.00014
0.00000 0.00000 -0.00000 -0.00000 -0.00000 -0.00248 0.00000 0.00000 0.00000 -0.00000 -0.01294 -0.00000 -0.04142 0.02245 -0.00000 -0.00000 0.00000 0.00372 -0.02888 0.00000 -0.00000 0.00000 0.00000 -0.02716 0.00000 -0.00000 -0.00000 0.35630 -0.00000 0.00000 0.00000
-0.10591 0.00000 0.00000 -0.00000 -0.01085 0.00000 0.00000 0.01433 -0.00000 0.00975 0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00479 0.03254 0.00000 -0.00000 0.00000 0.00962 -0.03278 0.00244 -0.00000 0.03159 0.00000 0.30609 -0.00000 -0.99227 -0.00000 -0.00008
-0.00000 0.00000 -0.04595 -0.00000 0.00000 0.00000 -0.00762 0.00000 0.00660 -0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00088 0.00000 -0.00000 0.00000 -0.00000 0.01122 0.00000 0.00000 0.00000 0.00000 0.00000 0.00003 -0.00000 0.00000 -0.00000 1.29419 0.00000
0.02679 0.00000 -0.00000 0.00000 -0.00456 0.00000 0.00000 0.02478 -0.00000 -0.03596 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00608 0.00419 0.00000 0.00000 -0.00000 0.00378 0.00051 0.01407 -0.00000 0.00488 -0.00000 -0.00014 0.00000 -0.00008 0.00000 3.05109
